engine,length,repeat,phase,ttft_ms,e2e_ms,cache_source,cached_tokens,matches_cold_output,text,load_bytes,ssd_read_bytes,load_task_ms,ssd_prefetch_ms,save_bytes,save_task_ms,ssd_write_bytes,ssd_write_operations,ssd_write_operation_sum_ms,ssd_read_failures,ssd_write_failures,evicted_dram_bytes
vllm,1024,4,after_pressure,23.789260536432266,114.10709843039513,external,1023,True,.  A.  A.  A.  A.  A.,150994944.0,0,4.573063000000002,0,0,0,0,0,0,0,0,0
vllm,1024,4,after_host_eviction,59.40239503979683,149.79711920022964,external,1023,True,.  A.  A.  A.  A.  A.,150994944.0,150994944.0,4.642251,35.46534000000001,0,0,0,0,0,0,0,7549747200
vllm,4096,0,cold,476.2069620192051,568.9210630953312,miss,0,True, and. and.  and.  and.  and.  and.,0,0,0,0,603979776.0,20.050219000000034,603979776.0,64.0,414.91530500000806,0,0,0
vllm,4096,0,hbm_hit,22.119618952274323,114.62027952075005,mixed,4095,False,. and. and. and. and. and. and. and. and,9437184.0,0,0.34354899999999855,0,0,0,0,0,0,0,0,0
vllm,4096,0,after_pressure,37.13449463248253,129.62939590215683,external,4095,False,. and. and. and. and. and. and. and. and,603979776.0,0,15.588165000000002,0,0,0,0,0,0,0,0,0
vllm,4096,0,after_host_eviction,138.4429633617401,230.9180162847042,external,4095,False,. and. and. and. and. and. and. and. and,603979776.0,603979776.0,18.422493,97.49823400000001,0,0,0,0,0,0,0,8606711808
vllm,4096,1,cold,476.34895145893097,569.3001039326191,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,22.356209000000014,603979776.0,64.0,647.6452459999891,0,0,0
vllm,4096,1,hbm_hit,21.832332015037537,114.284947514534,mixed,4095,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.33734600000000226,0,0,0,0,0,0,0,0,0
vllm,4096,1,after_pressure,36.623552441596985,129.2501837015152,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,0,15.463172999999998,0,0,0,0,0,0,0,0,0
vllm,4096,1,after_host_eviction,129.9322172999382,222.3930060863495,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.476532000000002,88.13025099999999,0,0,0,0,0,0,0,8455716864
vllm,4096,2,cold,476.061649620533,568.9710937440395,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,20.31495400000005,603979776.0,64.0,519.6615459999875,0,0,0
vllm,4096,2,hbm_hit,22.004831582307816,114.55063149333,mixed,4095,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.33621699999999977,0,0,0,0,0,0,0,0,0
vllm,4096,2,after_pressure,35.49927473068237,127.96192243695259,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,0,13.722982999999994,0,0,0,0,0,0,0,0,0
vllm,4096,2,after_host_eviction,139.2955742776394,231.6868118941784,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.447767000000002,98.73765900000004,0,0,0,0,0,0,0,8455716864
vllm,4096,3,cold,476.4690510928631,569.1122338175774,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,21.093949999999808,603979776.0,64.0,435.8247939999842,0,0,0
vllm,4096,3,hbm_hit,21.883439272642136,114.53062295913696,mixed,4095,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.34493199999999224,0,0,0,0,0,0,0,0,0
vllm,4096,3,after_pressure,36.692045629024506,129.23870980739594,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,0,15.374098000000004,0,0,0,0,0,0,0,0,0
vllm,4096,3,after_host_eviction,132.05191865563393,224.34933483600616,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.467629000000013,90.780588,0,0,0,0,0,0,0,8455716864
vllm,4096,4,cold,476.53209418058395,569.3416744470596,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,20.22704700000011,603979776.0,64.0,393.3662479999782,0,0,0
vllm,4096,4,hbm_hit,22.365696728229523,114.76730927824974,mixed,4095,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.34149399999999774,0,0,0,0,0,0,0,0,0
vllm,4096,4,after_pressure,37.00711578130722,129.32970374822617,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,0,15.253809000000008,0,0,0,0,0,0,0,0,0
vllm,4096,4,after_host_eviction,131.47201761603355,223.79668056964874,external,4095,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.518327,89.61480200000005,0,0,0,0,0,0,0,8455716864
vllm,8192,0,cold,1004.9153603613377,1101.9600220024586,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,39.709802999999596,1207959552.0,128.0,919.2485809999908,0,0,0
vllm,8192,0,hbm_hit,24.898719042539597,121.57522141933441,mixed,8191,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.34494900000001105,0,0,0,0,0,0,0,0,0
vllm,8192,0,after_pressure,56.96240812540054,153.71626988053322,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,0,32.44282400000001,0,0,0,0,0,0,0,0,0
vllm,8192,0,after_host_eviction,262.8236636519432,359.42506417632103,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.73662700000002,200.857937,0,0,0,0,0,0,0,10267656192
vllm,8192,1,cold,1006.731990724802,1103.791244328022,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,37.634382999999886,1207959552.0,128.0,797.4850480000129,0,0,0
vllm,8192,1,hbm_hit,25.16348659992218,121.82524800300598,mixed,8191,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.35229799999997313,0,0,0,0,0,0,0,0,0
vllm,8192,1,after_pressure,56.05754628777504,152.4779535830021,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,0,30.91385000000002,0,0,0,0,0,0,0,0,0
vllm,8192,1,after_host_eviction,238.88792470097542,335.53649857640266,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.784413000000015,176.30992200000006,0,0,0,0,0,0,0,9663676416
vllm,8192,2,cold,1006.9835931062698,1103.9691381156445,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,39.706288000000086,1207959552.0,128.0,746.3920140000511,0,0,0
vllm,8192,2,hbm_hit,25.214113295078278,121.63222953677177,mixed,8191,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.3411560000000091,0,0,0,0,0,0,0,0,0
vllm,8192,2,after_pressure,53.81789058446884,150.66742524504662,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,0,28.76310999999998,0,0,0,0,0,0,0,0,0
vllm,8192,2,after_host_eviction,237.73546516895294,334.24361422657967,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.752591,175.5958150000001,0,0,0,0,0,0,0,9663676416
vllm,8192,3,cold,1007.3036178946495,1104.4074334204197,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,37.46405400000042,1207959552.0,128.0,684.9372260000308,0,0,0
vllm,8192,3,hbm_hit,24.95119720697403,121.47888168692589,mixed,8191,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.33740999999998245,0,0,0,0,0,0,0,0,0
vllm,8192,3,after_pressure,57.415470480918884,152.64852717518806,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,0,31.39111,0,0,0,0,0,0,0,0,0
vllm,8192,3,after_host_eviction,245.14304473996162,341.7166844010353,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.731283000000005,183.26206899999997,0,0,0,0,0,0,0,9663676416
vllm,8192,4,cold,1006.5613277256489,1103.7888377904892,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,40.00763999999979,1207959552.0,128.0,625.7501480000229,0,0,0
vllm,8192,4,hbm_hit,24.630408734083176,121.43309786915779,mixed,8191,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.33848300000000053,0,0,0,0,0,0,0,0,0
vllm,8192,4,after_pressure,56.79364502429962,153.54528278112411,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,0,32.42240899999999,0,0,0,0,0,0,0,0,0
vllm,8192,4,after_host_eviction,244.4666251540184,340.736772865057,external,8191,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.723332,181.61838999999992,0,0,0,0,0,0,0,9663676416
sglang,1024,0,cold,118.15855279564857,206.499632447958,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,150994944.0,4.2194199999999995,150994944.0,16.0,87.24878100000002,0,0,0
sglang,1024,0,hbm_hit,37.71940618753433,126.08427181839943,hbm,960,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,0,after_pressure,33.54247286915779,121.5818002820015,external,960,True,.  and.  and.  and.  and.  and.,141557760.0,0,2.956917,0,0,0,0,0,0,0,0,0
sglang,1024,0,after_host_eviction,61.0000304877758,148.82364124059677,external,960,True,.  and.  and.  and.  and.  and.,141557760.0,141557760.0,6.282496,24.510481000000002,9437184.0,0.7464169999999992,0,0,0,0,0,7662993408
sglang,1024,1,cold,117.69111081957817,206.08948543667793,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,150994944.0,4.190845999999998,150994944.0,16.0,92.83246599999816,0,0,0
sglang,1024,1,hbm_hit,29.557552188634872,117.71544441580772,hbm,960,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,1,after_pressure,32.850831747055054,120.72128430008888,external,960,True,.  and.  and.  and.  and.  and.,141557760.0,0,2.8971740000000006,0,0,0,0,0,0,0,0,0
sglang,1024,1,after_host_eviction,57.78449401259422,145.6139050424099,external,960,True,.  and.  and.  and.  and.  and.,141557760.0,141557760.0,6.164902999999999,22.193837000000002,9437184.0,0.733309999999987,0,0,0,0,0,7549747200
sglang,1024,2,cold,117.70710349082947,206.4746916294098,miss,0,True,.  A researcher.  A researcher.  A researcher.  A researcher,0,0,0,0,150994944.0,4.183998999999994,150994944.0,16.0,76.5634199999976,0,0,0
sglang,1024,2,hbm_hit,30.155569314956665,118.0090382695198,hbm,960,True,.  A researcher.  A researcher.  A researcher.  A researcher,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,2,after_pressure,33.06635841727257,121.01539596915245,external,960,True,.  A researcher.  A researcher.  A researcher.  A researcher,141557760.0,0,2.8887450000000015,0,0,0,0,0,0,0,0,0
sglang,1024,2,after_host_eviction,58.81399288773537,146.820567548275,external,960,True,.  A researcher.  A researcher.  A researcher.  A researcher,141557760.0,141557760.0,6.162147,22.765414000000003,9437184.0,0.7214049999999528,0,0,0,0,0,7549747200
sglang,1024,3,cold,117.90274828672409,206.36508986353874,miss,0,True,. and. and. and. and. and. and. and. and,0,0,0,0,150994944.0,4.18393100000003,150994944.0,16.0,79.07546600000259,0,0,0
sglang,1024,3,hbm_hit,30.133545398712158,118.73974651098251,hbm,960,True,. and. and. and. and. and. and. and. and,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,3,after_pressure,33.114805817604065,120.97136303782463,external,960,True,. and. and. and. and. and. and. and. and,141557760.0,0,2.8996100000000005,0,0,0,0,0,0,0,0,0
sglang,1024,3,after_host_eviction,58.937281370162964,146.6951183974743,external,960,True,. and. and. and. and. and. and. and. and,141557760.0,141557760.0,6.201423000000001,22.78986699999999,9437184.0,0.71320500000005,0,0,0,0,0,7549747200
sglang,1024,4,cold,117.97088757157326,206.51937648653984,miss,0,True,.  A.  A.  A.  A.  A.,0,0,0,0,150994944.0,4.159499999999983,150994944.0,16.0,82.70180000000238,0,0,0
sglang,1024,4,hbm_hit,29.332317411899567,117.71953850984573,hbm,960,True,.  A.  A.  A.  A.  A.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,4,after_pressure,32.845716923475266,120.74027955532074,external,960,True,.  A.  A.  A.  A.  A.,141557760.0,0,2.887114000000003,0,0,0,0,0,0,0,0,0
sglang,1024,4,after_host_eviction,60.19431725144386,148.21086451411247,external,960,True,.  A.  A.  A.  A.  A.,141557760.0,141557760.0,6.186523999999999,24.146454,9437184.0,0.7155739999999966,0,0,0,0,0,7549747200
sglang,4096,0,cold,473.37187454104424,564.8497641086578,miss,0,True,. and. and. and. and. and. and. and. and,0,0,0,0,603979776.0,16.33428800000003,603979776.0,64.0,394.12650400001326,0,0,0
sglang,4096,0,hbm_hit,31.516030430793762,123.27421084046364,hbm,4032,True,. and. and. and. and. and. and. and. and,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,0,after_pressure,42.88378357887268,134.4548799097538,external,4032,True,. and. and. and. and. and. and. and. and,594542592.0,0,12.240184000000001,0,0,0,0,0,0,0,0,0
sglang,4096,0,after_host_eviction,153.15209701657295,242.21009761095047,external,4032,True,. and. and. and. and. and. and. and. and,594542592.0,594542592.0,25.715610999999992,96.45309400000001,9437184.0,0.7255999999999929,0,0,0,0,0,8606711808
sglang,4096,1,cold,473.409041762352,564.8934952914715,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,15.773386,603979776.0,64.0,671.8965500000422,0,0,0
sglang,4096,1,hbm_hit,31.082384288311005,122.91531264781952,hbm,4032,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,1,after_pressure,44.50640827417374,135.85365936160088,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,0,11.718546999999996,0,0,0,0,0,0,0,0,0
sglang,4096,1,after_host_eviction,144.70045268535614,236.16762459278107,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,594542592.0,25.72577400000001,88.79743500000001,9437184.0,0.7384440000000048,0,0,0,0,0,8455716864
sglang,4096,2,cold,473.1464646756649,564.6764524281025,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,17.55580099999987,603979776.0,64.0,333.5570300000086,0,0,0
sglang,4096,2,hbm_hit,30.05356714129448,121.69665470719337,hbm,4032,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,2,after_pressure,43.15909743309021,134.19809937477112,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,0,13.055865,0,0,0,0,0,0,0,0,0
sglang,4096,2,after_host_eviction,150.82691982388496,242.02899262309074,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,594542592.0,25.727621000000006,93.976587,9437184.0,0.7369319999999124,0,0,0,0,0,8455716864
sglang,4096,3,cold,473.47597032785416,564.9423152208328,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,18.202851999999936,603979776.0,64.0,330.92292099998843,0,0,0
sglang,4096,3,hbm_hit,29.980018734931946,121.71431258320808,hbm,4032,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,3,after_pressure,43.88052225112915,135.21544262766838,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,0,13.49408199999999,0,0,0,0,0,0,0,0,0
sglang,4096,3,after_host_eviction,143.53391155600548,234.8066121339798,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,594542592.0,25.699497999999988,86.95629700000002,9437184.0,0.7045310000000082,0,0,0,0,0,8455716864
sglang,4096,4,cold,473.44379872083664,564.3489025533199,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,16.902481000000023,603979776.0,64.0,344.67816299999043,0,0,0
sglang,4096,4,hbm_hit,29.769431799650192,121.65649607777596,hbm,4032,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,4,after_pressure,42.88029298186302,134.5985159277916,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,0,12.546307000000006,0,0,0,0,0,0,0,0,0
sglang,4096,4,after_host_eviction,150.37236362695694,240.2915470302105,external,4032,True,.  and.  and.  and.  and.  and.,594542592.0,594542592.0,25.73125400000001,93.78164500000003,9437184.0,0.6884400000000124,0,0,0,0,0,8455716864
sglang,8192,0,cold,999.2793053388596,1096.258919686079,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,33.5979620000002,1207959552.0,128.0,656.5118340000282,0,0,0
sglang,8192,0,hbm_hit,30.370671302080154,127.7652159333229,hbm,8128,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,0,after_pressure,57.29684606194496,153.0609279870987,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,0,25.706214000000006,0,0,0,0,0,0,0,0,0
sglang,8192,0,after_host_eviction,263.3112445473671,360.35851016640663,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,1198522368.0,51.52359099999998,179.92912699999997,9437184.0,0.6894320000001564,0,0,0,0,0,10267656192
sglang,8192,1,cold,1000.4507601261139,1097.603265196085,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,34.722849,1207959552.0,128.0,761.1979350000056,0,0,0
sglang,8192,1,hbm_hit,30.189920216798782,127.72196531295776,hbm,8128,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,1,after_pressure,57.97005072236061,155.21351993083954,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,0,26.479825999999985,0,0,0,0,0,0,0,0,0
sglang,8192,1,after_host_eviction,270.0297348201275,367.02365800738335,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,1198522368.0,51.56387499999998,186.36638500000004,9437184.0,0.6963340000001317,0,0,0,0,0,9663676416
sglang,8192,2,cold,999.756459146738,1096.9471372663975,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,34.317991999999634,1207959552.0,128.0,845.5234219999994,0,0,0
sglang,8192,2,hbm_hit,30.73897585272789,128.21056321263313,hbm,8128,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,2,after_pressure,57.738423347473145,154.70702201128006,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,0,26.037750000000027,0,0,0,0,0,0,0,0,0
sglang,8192,2,after_host_eviction,289.02414813637733,385.95859706401825,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,1198522368.0,51.563511999999974,203.76397300000005,9437184.0,0.7968150000001728,0,0,0,0,0,9663676416
sglang,8192,3,cold,1000.8233599364758,1098.4779670834541,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,35.636821999999846,1207959552.0,128.0,739.9057450000441,0,0,0
sglang,8192,3,hbm_hit,30.617233365774155,128.08727100491524,hbm,8128,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,3,after_pressure,59.72198769450188,156.83988109230995,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,0,27.172048999999976,0,0,0,0,0,0,0,0,0
sglang,8192,3,after_host_eviction,265.1699669659138,361.3017238676548,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,1198522368.0,51.61020700000002,181.2093400000001,9437184.0,0.7288499999997811,0,0,0,0,0,9663676416
sglang,8192,4,cold,1001.7626099288464,1098.8357923924923,miss,0,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,34.84101999999956,1207959552.0,128.0,724.3869209999758,0,0,0
sglang,8192,4,hbm_hit,30.562855303287506,127.36809626221657,hbm,8128,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,4,after_pressure,58.852825313806534,155.76284006237984,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,0,26.464273999999953,0,0,0,0,0,0,0,0,0
sglang,8192,4,after_host_eviction,268.04035902023315,364.9081625044346,external,8128,True,.  and.  and.  and.  and.  and.,1198522368.0,1198522368.0,51.69615500000002,184.32737799999987,9437184.0,0.7096550000000867,0,0,0,0,0,9663676416
