run,ttft_ms,e2e_ms,text,usage,concurrency,index,kind,prefix_index,length,submitted_seconds,started_seconds,finished_seconds,cached_tokens,matches_reference_output
sustained-vllm-native,3884.4521418213844,4021.652542054653,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,11,reuse,11,8192,0.387839388102293,0.38887015730142593,4.410563677549362,0,True
sustained-vllm-native,3164.1269214451313,3300.202641636133,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8128}, ""total_tokens"": 8208}",8,12,reuse,11,8192,1.1090276390314102,1.1104080714285374,4.410652231425047,8128,True
sustained-vllm-native,4309.516999870539,4511.11239567399,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,13,cold,,8192,1.1103508658707142,1.11056262627244,5.621724661439657,0,
sustained-vllm-native,2753.902480006218,2863.0342297255993,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,14,reuse,3,1024,2.7729963436722755,2.7730680853128433,5.636143650859594,0,True
sustained-vllm-native,3835.0246250629425,4371.086094528437,.  and. and. and. and. and. and. and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,15,cold,,8192,2.7979431562125683,2.798005983233452,7.169142551720142,0,
sustained-vllm-native,4275.198761373758,4388.2016614079475,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,16,reuse,4,4096,2.7979680001735687,2.798108994960785,7.186356406658888,0,True
sustained-vllm-native,3768.4967517852783,4354.30433601141,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,17,reuse,5,8192,4.395235847681761,4.395331501960754,8.749687142670155,0,True
sustained-vllm-native,4232.868142426014,4361.018046736717,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8128}, ""total_tokens"": 8208}",8,18,reuse,5,8192,4.39526616409421,4.395451080054045,8.756513934582472,8128,True
sustained-vllm-native,4217.290118336678,4345.186464488506,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,19,reuse,10,4096,4.410752668976784,4.411470912396908,8.75670012831688,0,True
sustained-vllm-native,5266.47250726819,5999.367568641901,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,20,cold,,4096,4.41143374145031,4.411558758467436,10.410975351929665,0,
sustained-vllm-native,4678.168926388025,4798.879589885473,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,22,cold,,1024,5.636461261659861,5.636519361287355,10.435442067682743,0,
sustained-vllm-native,4691.008139401674,4812.030479311943, and.  and.  and.  and.  and.  and,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,21,cold,,8192,5.623179655522108,5.623244632035494,10.43533044308424,0,
sustained-vllm-native,1846.3689982891083,2957.6114267110825,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4032}, ""total_tokens"": 4112}",8,25,reuse,10,4096,8.749909490346909,8.750001139938831,11.70765894278884,4032,True
sustained-vllm-native,3410.224746912718,4520.925227552652,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4032}, ""total_tokens"": 4112}",8,24,reuse,10,4096,7.186514105647802,7.186568882316351,11.707549132406712,4032,True
sustained-vllm-native,3427.8021678328514,4538.29088807106,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 2816}, ""total_tokens"": 4112}",8,23,reuse,10,4096,7.16934946924448,7.169417168945074,11.707751620560884,2816,True
sustained-vllm-native,2834.210328757763,3415.148802101612,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,26,reuse,2,8192,8.756756637245417,8.75684017688036,12.172041103243828,0,True
sustained-vllm-native,3411.59051284194,4424.03020709753,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,27,cold,,4096,8.759343784302473,8.759417675435543,13.183499865233898,0,
sustained-vllm-native,2681.7759573459625,2785.42472794652,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,28,cold,,4096,10.411830607801676,10.411896508187056,13.197365518659353,0,
sustained-vllm-native,2665.0709323585033,2774.753574281931,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,29,cold,,4096,10.43693720921874,10.437039978802204,13.211835913360119,0,
sustained-vllm-native,3755.1623471081257,3851.870208978653,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,30,reuse,5,8192,10.436978004872799,10.437144003808498,14.289064183831215,0,True
sustained-vllm-native,3572.7834291756153,3669.3292930722237,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,31,cold,,8192,11.709280390292406,11.709389757364988,15.378774259239435,0,
sustained-vllm-native,4662.587273865938,4759.723290801048,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,32,reuse,11,8192,11.709318801760674,11.70951223000884,16.46929755806923,0,True
sustained-vllm-native,5750.712417066097,5965.128298848867,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,33,reuse,2,8192,11.709336142987013,11.71076824516058,17.675955563783646,0,True
sustained-vllm-native,5409.319810569286,5518.422655761242,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,34,reuse,3,1024,12.172221377491951,12.172283042222261,17.690750874578953,0,True
sustained-vllm-native,5486.849330365658,5583.3379700779915,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,35,reuse,8,8192,13.183705318719149,13.183772649616003,18.767165157943964,0,True
sustained-vllm-native,6562.448218464851,7113.866928964853,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,36,reuse,11,8192,13.197461016476154,13.197495974600315,20.311413798481226,0,True
sustained-vllm-native,7004.051122814417,7113.790653645992,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,37,reuse,4,4096,13.211939219385386,13.211978398263454,20.325811717659235,0,True
sustained-vllm-native,7017.386961728334,7677.021663635969,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,38,reuse,2,8192,14.289263162761927,14.289341632276773,21.966413535177708,0,True
sustained-vllm-native,5397.403448820114,5511.288654059172,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,40,cold,,4096,16.470167823135853,16.470245391130447,21.98158186301589,0,
sustained-vllm-native,6488.997999578714,6602.565985172987,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,39,reuse,6,1024,15.379000321030617,15.379072040319443,21.9816823489964,0,True
sustained-vllm-native,5301.067940890789,5961.765538901091,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,41,reuse,5,8192,17.67615731433034,17.676225431263447,23.638041231781244,0,True
sustained-vllm-native,5838.736038655043,5963.002935051918,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,42,reuse,9,1024,17.690884619951248,17.69094494730234,23.653989657759666,0,True
sustained-vllm-native,4761.370286345482,4886.3958530128,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 960}, ""total_tokens"": 1040}",8,43,reuse,6,1024,18.767380744218826,18.76745020598173,23.653891060501337,960,True
sustained-vllm-native,3216.706722974777,3342.0697636902332,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,44,reuse,1,4096,20.31160692498088,20.311676062643528,23.653791271150112,0,True
sustained-vllm-native,4306.459661573172,4965.930942445993,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,45,reuse,8,8192,20.325911425054073,20.325958661735058,25.291950546205044,0,True
sustained-vllm-native,3225.8093506097794,3340.2618691325188,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,46,reuse,10,4096,21.966629769653082,21.966696582734585,25.307006996124983,0,True
sustained-vllm-native,3211.5493789315224,3325.2075240015984,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,47,reuse,6,1024,21.981794495135546,21.981851931661367,25.307103760540485,0,True
sustained-vllm-native,4304.238207638264,4855.559945106506,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,48,reuse,2,8192,21.981816854327917,21.98196355253458,26.83757422491908,0,True
sustained-vllm-native,3103.4221090376377,3213.7440256774426,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,49,reuse,1,4096,23.63825124502182,23.638325061649084,26.852115359157324,0,True
sustained-vllm-native,4176.890831440687,4273.39730784297,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,51,reuse,11,8192,23.65541312098503,23.655566819012165,27.92901311069727,0,True
sustained-vllm-native,5266.342334449291,5817.59325414896,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,50,cold,,8192,23.65538975596428,23.655464310199022,29.473107133060694,0,
sustained-vllm-native,5720.502149313688,5831.021048128605,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,52,reuse,10,4096,23.655429128557444,23.656677272170782,29.487743951380253,0,True
sustained-vllm-native,4650.296285748482,5851.228099316359,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,53,reuse,4,4096,25.292144685983658,25.29221222922206,31.143493626266718,0,True
sustained-vllm-native,5746.5974278748035,5849.767409265041,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,54,reuse,11,8192,25.307213630527258,25.30726807191968,31.15708038210869,0,True
sustained-vllm-native,5745.645128190517,5849.561210721731,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,55,reuse,9,1024,25.30723450705409,25.307377733290195,31.156982358545065,0,True
sustained-vllm-native,5309.740033000708,5860.829908400774,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,56,cold,,8192,26.839062083512545,26.839131467044353,32.70001259073615,0,
sustained-vllm-native,5751.2683644890785,5861.7466650903225,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,57,cold,,4096,26.85284001380205,26.85288070142269,32.71467263624072,0,
sustained-vllm-native,5765.480689704418,6316.80478900671,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,58,reuse,2,8192,27.929223779588938,27.9292909540236,34.246148597449064,0,True
sustained-vllm-native,4677.055153995752,4788.089618086815,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,59,reuse,1,4096,29.473316207528114,29.473384730517864,34.261518843472004,0,True
sustained-vllm-native,5700.782131403685,6131.14944845438,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,60,cold,,4096,29.48852513730526,29.488577473908663,35.619780246168375,0,
sustained-vllm-native,4045.9993295371532,4476.444039493799,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,61,reuse,4,4096,31.14372181147337,31.143802147358656,35.62029457092285,0,True
sustained-vllm-native,4353.55282202363,4479.232933372259,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4032}, ""total_tokens"": 4112}",8,63,reuse,1,4096,31.15730180591345,31.157466024160385,35.63674250245094,4032,True
sustained-vllm-native,4354.079481214285,4480.321954935789,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,62,reuse,3,1024,31.157268438488245,31.157365143299103,35.637732211500406,0,True
sustained-vllm-native,2795.7724146544933,2923.0184853076935,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,65,reuse,6,1024,32.71477297320962,32.71481107547879,35.63787278532982,0,True
sustained-vllm-native,2812.0025359094143,2937.635827809572,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,64,reuse,0,1024,32.70022461563349,32.700290486216545,35.637970477342606,0,True
sustained-vllm-native,2314.6039247512817,2435.175132006407,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8128}, ""total_tokens"": 8208}",8,67,reuse,2,8192,34.26160989701748,34.26164624840021,36.69686843082309,8128,True
sustained-vllm-native,2329.366657882929,2450.2756744623184,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 512}, ""total_tokens"": 8208}",8,66,reuse,2,8192,34.2463619671762,34.246430698782206,36.69675866514444,512,True
sustained-vllm-native,2066.285863518715,2617.7539601922035,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,68,cold,,8192,35.62213586270809,35.6222229860723,38.240031249821186,0,
sustained-vllm-native,2521.898105740547,2632.6840966939926,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,69,reuse,1,4096,35.62216931954026,35.6223553493619,38.255082845687866,0,True
sustained-vllm-native,3596.436284482479,4290.2308367192745,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,70,reuse,5,8192,35.638031754642725,35.63834431767464,39.92862730845809,0,True
sustained-vllm-native,4166.998524218798,4296.151574701071, memory. memory. memory. memory. memory. memory. memory. memory.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,72,cold,,1024,35.6382875405252,35.63954705744982,39.93574450165033,0,
sustained-vllm-native,4165.805414319038,4294.598918408155,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,73,reuse,4,4096,35.638308599591255,35.64120243862271,39.93584634363651,0,True
sustained-vllm-native,4169.4472543895245,4297.744054347277,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8128}, ""total_tokens"": 8208}",8,71,reuse,5,8192,35.63805227726698,35.63843414187431,39.93622273206711,8128,True
sustained-vllm-native,4228.711303323507,4325.055871158838,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,74,reuse,8,8192,36.69709186628461,36.69849846512079,41.023607067763805,0,True
sustained-vllm-native,5317.522004246712,5868.920132517815,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,75,cold,,8192,36.698440462350845,36.698615655303,42.56758601590991,0,
sustained-vllm-native,4231.234505772591,4341.262724250555,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,76,cold,,4096,38.240888230502605,38.240962978452444,42.58227066323161,0,
sustained-vllm-native,4781.762532889843,5863.130994141102,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,77,cold,,4096,38.2558216676116,38.2558635994792,44.11904440447688,0,
sustained-vllm-native,4102.930560708046,4202.808681875467,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,78,reuse,5,8192,39.92881765961647,39.928886003792286,44.131741628050804,0,True
sustained-vllm-native,5186.921622604132,5283.513981848955,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,79,reuse,11,8192,39.93635667487979,39.93771904706955,45.221284065395594,0,True
sustained-vllm-native,6275.500673800707,6372.147228568792,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,81,cold,,8192,39.93768147006631,39.938971899449825,46.3111684396863,0,
sustained-vllm-native,7385.025907307863,8244.596600532532,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,80,reuse,2,8192,39.93637777864933,39.93781992420554,48.182466581463814,0,True
sustained-vllm-native,7053.5070933401585,7179.692912846804,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,82,reuse,1,4096,41.02381284534931,41.023881655186415,48.20362029224634,0,True
sustained-vllm-native,3956.7266926169395,4083.2447595894337,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,85,reuse,9,1024,44.11926553398371,44.11934446543455,48.20263843238354,0,True
sustained-vllm-native,5493.937101215124,5621.228538453579, and.  and.  and.  and.  and.  and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,84,cold,,1024,42.582549933344126,42.58259104192257,48.203863225877285,0,
sustained-vllm-native,5508.901100605726,5635.6739141047,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,83,cold,,1024,42.56798605620861,42.56805417314172,48.20377289503813,0,
sustained-vllm-native,4627.601310610771,5522.898115217686,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,86,reuse,6,1024,44.13183791935444,44.13187411800027,49.6548240557313,0,True
sustained-vllm-native,3538.3575409650803,4433.333948254585,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,87,reuse,10,4096,45.22148599848151,45.221552811563015,49.65494476631284,0,True
sustained-vllm-native,1250.878520309925,1479.999978095293,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,89,cold,,1024,48.182823076844215,48.18288815394044,49.662940226495266,0,
