engine,length,repeat,phase,ttft_ms,e2e_ms,cache_source,matches_cold_output,text,load_bytes,ssd_read_bytes,load_task_ms,ssd_prefetch_ms,save_bytes,save_task_ms,ssd_write_bytes,ssd_write_operations,ssd_write_operation_sum_ms,ssd_read_failures,ssd_write_failures,evicted_dram_bytes
vllm,4096,3,cold,474.929828196764,567.3685111105442,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,20.80266900000005,603979776.0,64.0,456.61983300001907,0,0,0
vllm,4096,3,hbm_hit,22.975895553827286,115.13429507613182,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.353265999999991,0,0,0,0,0,0,0,0,0
vllm,4096,3,after_pressure,37.59555146098137,129.74096834659576,external,True,.  and.  and.  and.  and.  and.,603979776.0,0,15.470035999999993,0,0,0,0,0,0,0,0,0
vllm,4096,3,after_host_eviction,145.81996202468872,238.0424439907074,external,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.450894999999996,104.473337,0,0,0,0,0,0,0,8455716864
vllm,4096,4,cold,474.9317541718483,567.4672015011311,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,20.32482499999988,603979776.0,64.0,386.3937779999276,0,0,0
vllm,4096,4,hbm_hit,22.272590547800064,114.65916782617569,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.34311100000000705,0,0,0,0,0,0,0,0,0
vllm,4096,4,after_pressure,37.05287724733353,129.4022686779499,external,True,.  and.  and.  and.  and.  and.,603979776.0,0,15.394228000000009,0,0,0,0,0,0,0,0,0
vllm,4096,4,after_host_eviction,130.78349083662033,222.33890369534492,external,True,.  and.  and.  and.  and.  and.,603979776.0,603979776.0,18.475208999999992,89.09846600000004,0,0,0,0,0,0,0,8455716864
vllm,8192,0,cold,1002.0291693508625,1098.8639630377293,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,39.73890999999963,1207959552.0,128.0,851.0119300000412,0,0,0
vllm,8192,0,hbm_hit,25.208480656147003,121.53656780719757,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.3571059999999959,0,0,0,0,0,0,0,0,0
vllm,8192,0,after_pressure,57.70648270845413,154.022216796875,external,True,.  and.  and.  and.  and.  and.,1207959552.0,0,32.55671199999999,0,0,0,0,0,0,0,0,0
vllm,8192,0,after_host_eviction,247.92327359318733,343.82591396570206,external,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.84012800000003,185.11802899999995,0,0,0,0,0,0,0,10267656192
vllm,8192,1,cold,1001.6824342310429,1098.6183770000935,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,37.698728000000074,1207959552.0,128.0,645.7716449999964,0,0,0
vllm,8192,1,hbm_hit,25.284964591264725,121.76230177283287,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.3559969999999968,0,0,0,0,0,0,0,0,0
vllm,8192,1,after_pressure,56.09450489282608,152.4302251636982,external,True,.  and.  and.  and.  and.  and.,1207959552.0,0,30.94131099999997,0,0,0,0,0,0,0,0,0
vllm,8192,1,after_host_eviction,244.88161504268646,341.26633405685425,external,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.83423499999999,182.785506,0,0,0,0,0,0,0,9663676416
vllm,8192,2,cold,1003.8125775754452,1100.3049351274967,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,39.83244000000008,1207959552.0,128.0,759.828803999909,0,0,0
vllm,8192,2,hbm_hit,25.286249816417694,121.44283205270767,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.34372999999998655,0,0,0,0,0,0,0,0,0
vllm,8192,2,after_pressure,53.879909217357635,150.34886449575424,external,True,.  and.  and.  and.  and.  and.,1207959552.0,0,28.822779000000022,0,0,0,0,0,0,0,0,0
vllm,8192,2,after_host_eviction,247.67963588237762,343.9234010875225,external,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.79110400000002,183.84426899999994,0,0,0,0,0,0,0,9663676416
vllm,8192,3,cold,1002.9040351510048,1099.708791822195,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,37.54470300000001,1207959552.0,128.0,712.7626100000413,0,0,0
vllm,8192,3,hbm_hit,26.66490525007248,123.04787710309029,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.3423679999999818,0,0,0,0,0,0,0,0,0
vllm,8192,3,after_pressure,57.883184403181076,154.3494239449501,external,True,.  and.  and.  and.  and.  and.,1207959552.0,0,31.407032999999974,0,0,0,0,0,0,0,0,0
vllm,8192,3,after_host_eviction,243.24466288089752,339.85915035009384,external,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.72499800000001,180.4013820000001,0,0,0,0,0,0,0,9663676416
vllm,8192,4,cold,1002.8277859091759,1099.2621444165707,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,40.071471999999716,1207959552.0,128.0,622.0875470000351,0,0,0
vllm,8192,4,hbm_hit,26.226967573165894,122.94205278158188,mixed,True,.  and.  and.  and.  and.  and.,9437184.0,0,0.35806199999999233,0,0,0,0,0,0,0,0,0
vllm,8192,4,after_pressure,59.4940148293972,156.12269565463066,external,True,.  and.  and.  and.  and.  and.,1207959552.0,0,32.54551,0,0,0,0,0,0,0,0,0
vllm,8192,4,after_host_eviction,244.1071756184101,340.29659628868103,external,True,.  and.  and.  and.  and.  and.,1207959552.0,1207959552.0,36.83124800000004,181.07321500000006,0,0,0,0,0,0,0,9663676416
sglang,1024,0,cold,117.2606498003006,205.37582784891129,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,150994944.0,4.182392999999999,150994944.0,16.0,74.43063199999996,0,0,0
sglang,1024,0,hbm_hit,36.94884106516838,125.25249272584915,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,0,after_pressure,32.21368417143822,119.99156326055527,external,True,.  and.  and.  and.  and.  and.,141557760.0,0,2.968159,0,0,0,0,0,0,0,0,0
sglang,1024,0,after_host_eviction,116.71564728021622,204.92655411362648,miss,True,.  and.  and.  and.  and.  and.,0,141557760.0,0,20.730868,150994944.0,4.225892000000009,0,0,0,0,0,7662993408
sglang,1024,1,cold,117.10111424326897,205.1651030778885,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,150994944.0,4.168916999999994,150994944.0,16.0,79.53992399999964,0,0,0
sglang,1024,1,hbm_hit,29.282864183187485,117.27189272642136,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,1,after_pressure,32.405681908130646,120.27883902192116,external,True,.  and.  and.  and.  and.  and.,141557760.0,0,2.8913900000000003,0,0,0,0,0,0,0,0,0
sglang,1024,1,after_host_eviction,116.44569411873817,204.6615667641163,miss,True,.  and.  and.  and.  and.  and.,0,141557760.0,0,24.260498,150994944.0,4.185137999999977,0,0,0,0,0,7549747200
sglang,1024,2,cold,116.7999841272831,204.88160848617554,miss,True,.  A researcher.  A researcher.  A researcher.  A researcher,0,0,0,0,150994944.0,4.164386999999992,150994944.0,16.0,74.51310499999941,0,0,0
sglang,1024,2,hbm_hit,28.682373464107513,116.8583445250988,hbm,True,.  A researcher.  A researcher.  A researcher.  A researcher,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,2,after_pressure,31.567055732011795,119.34830993413925,external,True,.  A researcher.  A researcher.  A researcher.  A researcher,141557760.0,0,3.065237,0,0,0,0,0,0,0,0,0
sglang,1024,2,after_host_eviction,116.85854569077492,205.07990568876266,miss,True,.  A researcher.  A researcher.  A researcher.  A researcher,0,141557760.0,0,33.17361699999999,150994944.0,4.198320999999949,0,0,0,0,0,7549747200
sglang,1024,3,cold,116.25189706683159,204.61547002196312,miss,True,. and. and. and. and. and. and. and. and,0,0,0,0,150994944.0,4.163465999999949,150994944.0,16.0,75.74452699999945,0,0,0
sglang,1024,3,hbm_hit,28.528954833745956,116.52117967605591,hbm,True,. and. and. and. and. and. and. and. and,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,3,after_pressure,32.13466331362724,120.00863254070282,external,True,. and. and. and. and. and. and. and. and,141557760.0,0,2.908104,0,0,0,0,0,0,0,0,0
sglang,1024,3,after_host_eviction,116.74338206648827,205.06632700562477,miss,True,. and. and. and. and. and. and. and. and,0,141557760.0,0,23.827630000000003,150994944.0,4.172607999999967,0,0,0,0,0,7549747200
sglang,1024,4,cold,116.34570732712746,204.73315194249153,miss,True,.  A.  A.  A.  A.  A.,0,0,0,0,150994944.0,4.182056999999961,150994944.0,16.0,87.44395600000487,0,0,0
sglang,1024,4,hbm_hit,28.757911175489426,116.87679961323738,hbm,True,.  A.  A.  A.  A.  A.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,1024,4,after_pressure,31.436916440725327,119.17795613408089,external,True,.  A.  A.  A.  A.  A.,141557760.0,0,2.8950190000000005,0,0,0,0,0,0,0,0,0
sglang,1024,4,after_host_eviction,116.6648380458355,204.75946739315987,miss,True,.  A.  A.  A.  A.  A.,0,141557760.0,0,27.330695000000002,150994944.0,4.155149000000025,0,0,0,0,0,7549747200
sglang,4096,0,cold,469.5161245763302,560.9026104211807,miss,True,. and. and. and. and. and. and. and. and,0,0,0,0,603979776.0,16.476183000000088,603979776.0,64.0,600.1732590000053,0,0,0
sglang,4096,0,hbm_hit,29.13646772503853,120.69515511393547,hbm,True,. and. and. and. and. and. and. and. and,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,0,after_pressure,42.17340797185898,133.7260790169239,external,True,. and. and. and. and. and. and. and. and,594542592.0,0,12.403637999999997,0,0,0,0,0,0,0,0,0
sglang,4096,0,after_host_eviction,470.02849727869034,561.1974447965622,miss,True,. and. and. and. and. and. and. and. and,0,594542592.0,0,95.203744,603979776.0,17.72882599999992,0,0,0,0,0,8606711808
sglang,4096,1,cold,469.8564149439335,561.1241534352303,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,15.972939000000075,603979776.0,64.0,622.652603999974,0,0,0
sglang,4096,1,hbm_hit,29.222138226032257,120.79298496246338,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,1,after_pressure,48.73718321323395,139.49887454509735,external,True,.  and.  and.  and.  and.  and.,594542592.0,0,11.674594000000003,0,0,0,0,0,0,0,0,0
sglang,4096,1,after_host_eviction,469.6309193968773,560.9901249408722,miss,True,.  and.  and.  and.  and.  and.,0,594542592.0,0,92.66081999999997,603979776.0,16.754450999999946,0,0,0,0,0,8455716864
sglang,4096,2,cold,469.8949456214905,561.2585693597794,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,17.756655999999982,603979776.0,64.0,429.29269399999015,0,0,0
sglang,4096,2,hbm_hit,29.70307320356369,121.48194387555122,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,2,after_pressure,42.85595938563347,134.05506312847137,external,True,.  and.  and.  and.  and.  and.,594542592.0,0,13.046974000000002,0,0,0,0,0,0,0,0,0
sglang,4096,2,after_host_eviction,469.7212018072605,561.0375143587589,miss,True,.  and.  and.  and.  and.  and.,0,594542592.0,0,88.25855300000002,603979776.0,16.10678600000015,0,0,0,0,0,8455716864
sglang,4096,3,cold,469.7902128100395,561.0675700008869,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,16.799411000000042,603979776.0,64.0,374.0167100000136,0,0,0
sglang,4096,3,hbm_hit,29.380545020103455,120.97496166825294,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,3,after_pressure,41.8454185128212,133.11462849378586,external,True,.  and.  and.  and.  and.  and.,594542592.0,0,12.355452000000003,0,0,0,0,0,0,0,0,0
sglang,4096,3,after_host_eviction,469.9188768863678,561.1883886158466,miss,True,.  and.  and.  and.  and.  and.,0,594542592.0,0,94.61000800000002,603979776.0,17.743682999999955,0,0,0,0,0,8455716864
sglang,4096,4,cold,471.1064286530018,562.41699680686,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,603979776.0,16.108492999999946,603979776.0,64.0,392.04578799999723,0,0,0
sglang,4096,4,hbm_hit,29.110655188560486,120.63749879598618,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,4096,4,after_pressure,41.33729636669159,132.60041549801826,external,True,.  and.  and.  and.  and.  and.,594542592.0,0,11.957036000000004,0,0,0,0,0,0,0,0,0
sglang,4096,4,after_host_eviction,469.6723259985447,561.0729828476906,miss,True,.  and.  and.  and.  and.  and.,0,594542592.0,0,90.66328800000001,603979776.0,16.718585000000008,0,0,0,0,0,8455716864
sglang,8192,0,cold,994.1527843475342,1091.1155194044113,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,34.83699099999926,1207959552.0,128.0,701.2636979999911,0,0,0
sglang,8192,0,hbm_hit,29.929693788290024,127.18874216079712,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,0,after_pressure,57.060517370700836,153.956551104784,external,True,.  and.  and.  and.  and.  and.,1198522368.0,0,25.975173000000005,0,0,0,0,0,0,0,0,0
sglang,8192,0,after_host_eviction,994.2480400204659,1091.1771804094315,miss,True,.  and.  and.  and.  and.  and.,0,1198522368.0,0,186.56328700000003,1207959552.0,33.224311000000114,0,0,0,0,0,10267656192
sglang,8192,1,cold,994.2568205296993,1091.2025570869446,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,33.05311,1207959552.0,128.0,655.0761159999894,0,0,0
sglang,8192,1,hbm_hit,29.69905361533165,127.10059806704521,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,1,after_pressure,56.1012327671051,153.05984392762184,external,True,.  and.  and.  and.  and.  and.,1198522368.0,0,24.813679000000004,0,0,0,0,0,0,0,0,0
sglang,8192,1,after_host_eviction,994.0603338181973,1091.38073772192,miss,True,.  and.  and.  and.  and.  and.,0,1198522368.0,0,187.57911000000004,1207959552.0,35.05343899999991,0,0,0,0,0,9663676416
sglang,8192,2,cold,994.7485812008381,1091.7760282754898,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,35.10634999999951,1207959552.0,128.0,674.3568740000399,0,0,0
sglang,8192,2,hbm_hit,30.272789299488068,127.73073837161064,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,2,after_pressure,57.50546231865883,154.36412021517754,external,True,.  and.  and.  and.  and.  and.,1198522368.0,0,26.227946000000003,0,0,0,0,0,0,0,0,0
sglang,8192,2,after_host_eviction,995.0635246932507,1092.2176837921143,miss,True,.  and.  and.  and.  and.  and.,0,1198522368.0,0,184.911598,1207959552.0,33.35081899999981,0,0,0,0,0,9663676416
sglang,8192,3,cold,994.1167309880257,1091.0255946218967,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,33.52964300000005,1207959552.0,128.0,704.3255349999669,0,0,0
sglang,8192,3,hbm_hit,30.636485666036606,127.96010076999664,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,3,after_pressure,56.5800666809082,153.64204347133636,external,True,.  and.  and.  and.  and.  and.,1198522368.0,0,25.129244999999994,0,0,0,0,0,0,0,0,0
sglang,8192,3,after_host_eviction,994.2610524594784,1091.249842196703,miss,True,.  and.  and.  and.  and.  and.,0,1198522368.0,0,187.03486600000008,1207959552.0,34.63704199999995,0,0,0,0,0,9663676416
sglang,8192,4,cold,994.1596016287804,1091.1146812140942,miss,True,.  and.  and.  and.  and.  and.,0,0,0,0,1207959552.0,34.837186999999936,1207959552.0,128.0,789.588868000024,0,0,0
sglang,8192,4,hbm_hit,29.894456267356873,127.2188313305378,hbm,True,.  and.  and.  and.  and.  and.,0,0,0,0,0,0,0,0,0,0,0,0
sglang,8192,4,after_pressure,56.802213191986084,153.87780591845512,external,True,.  and.  and.  and.  and.  and.,1198522368.0,0,25.994078000000005,0,0,0,0,0,0,0,0,0
sglang,8192,4,after_host_eviction,994.1815659403801,1090.8060260117054,miss,True,.  and.  and.  and.  and.  and.,0,1198522368.0,0,186.78724400000002,1207959552.0,33.69912500000005,0,0,0,0,0,4831838208
